time,windspeed,winddir,swellheight,swellPeriod,swellDirection,airTemperature
2020-02-01T00:00:00Z,5.97,130.2,1.55,8.37,228.33,16.72
2020-02-01T01:00:00Z,5.96,143.46,1.58,8.24,226.42,17.1
2020-02-01T02:00:00Z,5.95,156.71,1.6,8.11,224.51,17.48
2020-02-01T03:00:00Z,5.94,169.97,1.63,7.98,222.6,17.86
2020-02-01T04:00:00Z,7.32,178.8,1.57,8.1,223.53,18.27
2020-02-01T05:00:00Z,8.71,187.63,1.52,8.23,224.45,18.67
2020-02-01T06:00:00Z,10.09,196.46,1.46,8.35,225.38,19.08
2020-02-01T07:00:00Z,10.41,195.25,1.36,8.54,227.63,19.47
2020-02-01T08:00:00Z,10.73,194.04,1.25,8.73,229.87,19.87
2020-02-01T09:00:00Z,11.05,192.83,1.15,8.92,232.12,20.27
2020-02-01T10:00:00Z,11.01,187.84,1.14,8.92,230.71,20.49
2020-02-01T11:00:00Z,10.96,182.86,1.13,8.91,229.3,20.72
2020-02-01T12:00:00Z,10.92,177.87,1.12,8.91,227.89,20.95
2020-02-01T13:00:00Z,9.75,169.53,1.29,8.38,226.13,21.13
2020-02-01T14:00:00Z,8.57,161.2,1.47,7.84,224.38,21.31
2020-02-01T15:00:00Z,7.4,152.86,1.64,7.31,222.62,21.49
2020-02-01T16:00:00Z,7.79,148.33,1.72,7.16,219.29,21.3
2020-02-01T17:00:00Z,8.19,143.79,1.79,7.01,215.96,21.11
2020-02-01T18:00:00Z,8.58,139.26,1.87,6.86,212.63,20.92
2020-02-01T19:00:00Z,8.93,128.99,1.75,6.49,207.49,20.39
2020-02-01T20:00:00Z,9.28,118.73,1.62,6.13,202.36,19.86
2020-02-01T21:00:00Z,9.62,108.46,1.5,5.76,197.22,19.33
2020-02-01T22:00:00Z,9.21,105.27,1.38,5.65,195.7,19.24
2020-02-01T23:00:00Z,8.79,102.07,1.25,5.53,194.17,19.16
2020-02-02T00:00:00Z,8.38,98.88,1.13,5.42,192.65,19.07
2020-02-02T01:00:00Z,7.17,111.37,1.23,6.09,198.53,20.03
2020-02-02T02:00:00Z,5.97,123.87,1.34,6.77,204.4,20.99
2020-02-02T03:00:00Z,4.76,136.36,1.44,7.44,210.28,21.95
2020-02-02T04:00:00Z,6.28,154.4,1.39,7.64,211.05,22.16
2020-02-02T05:00:00Z,7.79,172.43,1.35,7.83,211.83,22.36
2020-02-02T06:00:00Z,9.31,190.47,1.3,8.03,212.6,22.57
2020-02-02T07:00:00Z,9.98,189.79,1.28,8.17,212.46,22.6
2020-02-02T08:00:00Z,10.64,189.11,1.27,8.31,212.33,22.63
2020-02-02T09:00:00Z,11.31,188.43,1.25,8.45,212.19,22.67
2020-02-02T10:00:00Z,9.6,178.47,1.2,8.63,209.41,22.74
2020-02-02T11:00:00Z,7.89,168.5,1.16,8.8,206.63,22.82
2020-02-02T12:00:00Z,6.17,158.54,1.11,8.98,203.85,22.9
2020-02-02T13:00:00Z,6.21,150.55,1.24,7.79,203.9,23.31
2020-02-02T14:00:00Z,6.25,142.56,1.38,6.61,203.96,23.72
2020-02-02T15:00:00Z,6.29,134.57,1.51,5.42,204.01,24.13
2020-02-02T16:00:00Z,7.23,126.16,1.62,5.93,204.26,23.56
2020-02-02T17:00:00Z,8.16,117.75,1.74,6.43,204.52,23
2020-02-02T18:00:00Z,9.1,109.34,1.85,6.94,204.77,22.43
2020-02-02T19:00:00Z,9,105.46,1.82,7.03,204.2,22.09
2020-02-02T20:00:00Z,8.91,101.58,1.8,7.13,203.62,21.75
2020-02-02T21:00:00Z,8.81,97.7,1.77,7.22,203.05,21.41
2020-02-02T22:00:00Z,9.26,94.91,1.78,7.46,202.87,21.16
2020-02-02T23:00:00Z,9.72,92.12,1.78,7.71,202.69,20.91
2020-02-03T00:00:00Z,10.17,89.33,1.79,7.95,202.51,20.66
2020-02-03T01:00:00Z,8.42,93.57,1.74,8.1,202.96,21.78
2020-02-03T02:00:00Z,6.67,97.8,1.68,8.25,203.4,22.89
2020-02-03T03:00:00Z,4.92,102.04,1.63,8.4,203.85,24.01
2020-02-03T04:00:00Z,4.66,122.54,1.58,8.55,204.75,24.98
2020-02-03T05:00:00Z,4.39,143.03,1.53,8.71,205.64,25.95
2020-02-03T06:00:00Z,4.12,163.53,1.48,8.86,206.54,26.92
2020-02-03T07:00:00Z,4.3,165.47,1.43,8.89,206.65,26.74
2020-02-03T08:00:00Z,4.48,167.41,1.39,8.93,206.77,26.56
2020-02-03T09:00:00Z,4.66,169.35,1.34,8.96,206.88,26.39
2020-02-03T10:00:00Z,4.86,151.9,1.31,8.96,206.65,26.15
2020-02-03T11:00:00Z,5.07,134.44,1.29,8.96,206.43,25.9
2020-02-03T12:00:00Z,5.27,116.99,1.26,8.96,206.2,25.66
2020-02-03T13:00:00Z,6.06,116.82,1.24,8.93,206.2,26.43
2020-02-03T14:00:00Z,6.84,116.65,1.23,8.89,206.19,27.2
2020-02-03T15:00:00Z,7.63,116.48,1.21,8.86,206.19,27.97
2020-02-03T16:00:00Z,7.88,110.34,1.34,8.26,204.59,27.22
2020-02-03T17:00:00Z,8.13,104.2,1.46,7.65,202.99,26.47
2020-02-03T18:00:00Z,8.38,98.06,1.59,7.05,201.39,25.71
2020-02-03T19:00:00Z,8.21,95.24,1.56,7.11,201.05,25.42
2020-02-03T20:00:00Z,8.04,92.43,1.54,7.16,200.72,25.13
2020-02-03T21:00:00Z,7.87,89.61,1.51,7.22,200.38,24.83
2020-02-03T22:00:00Z,7.42,88.1,1.4,7.46,201.53,24.56
2020-02-03T23:00:00Z,6.96,86.59,1.3,7.71,202.69,24.28
2020-02-04T00:00:00Z,6.51,85.08,1.19,7.95,203.84,24
2020-02-04T01:00:00Z,6.42,95.72,1.17,7.84,203.02,24.88
2020-02-04T02:00:00Z,6.32,106.36,1.15,7.74,202.2,25.76
2020-02-04T03:00:00Z,6.23,117,1.13,7.63,201.38,26.63
2020-02-04T04:00:00Z,6.59,119.69,1.09,7.69,201.86,27.34
2020-02-04T05:00:00Z,6.94,122.37,1.04,7.76,202.35,28.05
2020-02-04T06:00:00Z,7.3,125.06,1,7.82,202.83,28.76
2020-02-04T07:00:00Z,6.24,129.64,0.97,7.84,203.13,28.69
2020-02-04T08:00:00Z,5.17,134.22,0.94,7.85,203.43,28.61
2020-02-04T09:00:00Z,4.11,138.8,0.91,7.87,203.73,28.54
2020-02-04T10:00:00Z,4.06,132.94,0.89,7.81,203.85,27.88
2020-02-04T11:00:00Z,4.01,127.09,0.88,7.74,203.98,27.23
2020-02-04T12:00:00Z,3.96,121.23,0.86,7.68,204.1,26.57
2020-02-04T13:00:00Z,3.37,131.34,0.82,7.59,203.31,26.68
2020-02-04T14:00:00Z,2.77,141.44,0.79,7.49,202.52,26.78
2020-02-04T15:00:00Z,2.18,151.55,0.75,7.4,201.73,26.89
2020-02-04T16:00:00Z,2.8,110.03,0.73,8.81,208.97,26.25
2020-02-04T17:00:00Z,3.42,68.52,0.71,10.23,216.22,25.62
2020-02-04T18:00:00Z,4.04,27,0.69,11.64,223.46,24.98
2020-02-04T19:00:00Z,4.81,18.68,0.77,9.96,215.02,24.85
2020-02-04T20:00:00Z,5.58,10.36,0.85,8.29,206.59,24.72
2020-02-04T21:00:00Z,6.35,2.04,0.93,6.61,198.15,24.59
2020-02-04T22:00:00Z,5.35,3.45,0.86,7.65,201.19,24.39
2020-02-04T23:00:00Z,4.35,4.87,0.8,8.7,204.22,24.2
2020-02-05T00:00:00Z,3.35,6.28,0.73,9.74,207.26,24.01
2020-02-05T01:00:00Z,3.15,351.4,0.8,10.8,212.33,24.09
2020-02-05T02:00:00Z,2.94,336.51,0.86,11.85,217.41,24.17
2020-02-05T03:00:00Z,2.74,321.63,0.93,12.91,222.48,24.25
2020-02-05T04:00:00Z,2.56,309.1,0.92,12.72,221.57,24.32
2020-02-05T05:00:00Z,2.38,296.57,0.91,12.53,220.65,24.38
2020-02-05T06:00:00Z,2.2,284.04,0.9,12.34,219.74,24.45
2020-02-05T07:00:00Z,1.7,299.53,0.88,12.03,218.08,24.32
2020-02-05T08:00:00Z,1.2,315.01,0.87,11.73,216.41,24.18
2020-02-05T09:00:00Z,0.7,330.5,0.85,11.42,214.75,24.05
2020-02-05T10:00:00Z,1.06,327.63,0.85,11.37,214,23.82
2020-02-05T11:00:00Z,1.41,324.75,0.86,11.31,213.24,23.59
2020-02-05T12:00:00Z,1.77,321.88,0.86,11.26,212.49,23.35
2020-02-05T13:00:00Z,2.13,312.24,0.9,10.62,210.86,23.26
2020-02-05T14:00:00Z,2.49,302.61,0.94,9.99,209.22,23.16
2020-02-05T15:00:00Z,2.85,292.97,0.98,9.35,207.59,23.06
2020-02-05T16:00:00Z,2.73,294.1,0.99,9.34,207.8,23.06
2020-02-05T17:00:00Z,2.61,295.23,0.99,9.32,208.02,23.06
2020-02-05T18:00:00Z,2.49,296.36,1,9.31,208.23,23.06
2020-02-05T19:00:00Z,2.39,302.03,1,9.25,208.47,22.89
2020-02-05T20:00:00Z,2.28,307.7,1,9.2,208.71,22.73
2020-02-05T21:00:00Z,2.18,313.37,1,9.14,208.95,22.57
2020-02-05T22:00:00Z,2.55,320.35,0.98,9.92,214.2,22.11
2020-02-05T23:00:00Z,2.93,327.33,0.97,10.7,219.45,21.64
2020-02-06T00:00:00Z,3.31,334.31,0.95,11.48,224.7,21.18
2020-02-06T01:00:00Z,3.34,330.02,0.96,12.07,228.56,21.3
2020-02-06T02:00:00Z,3.37,325.73,0.96,12.65,232.43,21.42
2020-02-06T03:00:00Z,3.4,321.44,0.97,13.24,236.29,21.54
2020-02-06T04:00:00Z,3.35,308.36,0.96,12.5,232.65,21.56
2020-02-06T05:00:00Z,3.3,295.29,0.96,11.75,229.02,21.58
2020-02-06T06:00:00Z,3.25,282.21,0.95,11.01,225.38,21.6
2020-02-06T07:00:00Z,3.22,275.11,1.07,10.75,225.1,21.74
2020-02-06T08:00:00Z,3.19,268,1.18,10.48,224.81,21.87
2020-02-06T09:00:00Z,3.16,260.9,1.3,10.22,224.53,22.01
2020-02-06T10:00:00Z,3.06,254.38,1.31,10.02,224.92,21.94
2020-02-06T11:00:00Z,2.96,247.87,1.31,9.83,225.3,21.87
2020-02-06T12:00:00Z,2.86,241.35,1.32,9.63,225.69,21.8
2020-02-06T13:00:00Z,2.51,237.1,1.22,8.5,225.16,21.64
2020-02-06T14:00:00Z,2.15,232.85,1.11,7.37,224.62,21.49
2020-02-06T15:00:00Z,1.8,228.6,1.01,6.24,224.09,21.33
2020-02-06T16:00:00Z,1.96,248.56,1.01,6.19,223.92,21.17
2020-02-06T17:00:00Z,2.11,268.53,1.02,6.13,223.76,21.01
2020-02-06T18:00:00Z,2.27,288.49,1.02,6.08,223.59,20.86
2020-02-06T19:00:00Z,2.33,274.33,1,8.01,225.52,20.75
2020-02-06T20:00:00Z,2.4,260.17,0.99,9.93,227.45,20.64
2020-02-06T21:00:00Z,2.46,246.01,0.97,11.86,229.38,20.54
2020-02-06T22:00:00Z,2.45,248.41,1.1,10.83,229.03,20.51
2020-02-06T23:00:00Z,2.43,250.81,1.23,9.8,228.68,20.49
2020-02-07T00:00:00Z,2.42,253.21,1.36,8.77,228.33,20.46
2020-02-07T01:00:00Z,2.48,241.84,1.37,8.93,228.29,20.53
2020-02-07T02:00:00Z,2.55,230.47,1.38,9.09,228.26,20.6
2020-02-07T03:00:00Z,2.61,219.1,1.39,9.25,228.22,20.66
2020-02-07T04:00:00Z,2.99,216.82,1.34,9.38,226.19,20.87
2020-02-07T05:00:00Z,3.38,214.53,1.29,9.51,224.16,21.08
2020-02-07T06:00:00Z,3.76,212.25,1.24,9.64,222.13,21.29
2020-02-07T07:00:00Z,4.4,207.46,1.26,9.84,223.32,21.33
2020-02-07T08:00:00Z,5.03,202.67,1.28,10.04,224.5,21.37
2020-02-07T09:00:00Z,5.67,197.88,1.3,10.24,225.69,21.41
2020-02-07T10:00:00Z,5.8,194.76,1.3,10.27,225.92,21.33
2020-02-07T11:00:00Z,5.94,191.65,1.29,10.29,226.15,21.25
2020-02-07T12:00:00Z,6.07,188.53,1.29,10.32,226.38,21.17
2020-02-07T13:00:00Z,6.04,189.08,1.27,10.32,226.77,21.09
2020-02-07T14:00:00Z,6.02,189.64,1.26,10.31,227.15,21.01
2020-02-07T15:00:00Z,5.99,190.19,1.24,10.31,227.54,20.94
2020-02-07T16:00:00Z,6.34,195.13,1.23,10.17,227.53,20.84
2020-02-07T17:00:00Z,6.7,200.07,1.22,10.02,227.51,20.74
2020-02-07T18:00:00Z,7.05,205.01,1.21,9.88,227.5,20.63
2020-02-07T19:00:00Z,6.48,199.38,1.21,9.75,227.17,20.62
2020-02-07T20:00:00Z,5.91,193.74,1.22,9.63,226.83,20.6
2020-02-07T21:00:00Z,5.34,188.11,1.22,9.5,226.5,20.58
2020-02-07T22:00:00Z,5.41,190.93,1.25,9.11,225.74,20.55
2020-02-07T23:00:00Z,5.47,193.76,1.27,8.72,224.97,20.52
2020-02-08T00:00:00Z,5.54,196.58,1.3,8.33,224.21,20.48
2020-02-08T01:00:00Z,5.95,201.05,1.29,8.37,225,20.51
2020-02-08T02:00:00Z,6.35,205.53,1.29,8.41,225.78,20.53
2020-02-08T03:00:00Z,6.76,210,1.28,8.45,226.57,20.56
2020-02-08T04:00:00Z,6.84,211.71,1.27,8.74,226.64,20.63
2020-02-08T05:00:00Z,6.93,213.42,1.25,9.04,226.7,20.71
2020-02-08T06:00:00Z,7.01,215.13,1.24,9.33,226.77,20.78
2020-02-08T07:00:00Z,7.97,217.06,1.28,10.02,227.14,20.82
2020-02-08T08:00:00Z,8.94,218.98,1.32,10.71,227.52,20.86
2020-02-08T09:00:00Z,9.9,220.91,1.36,11.4,227.89,20.89
2020-02-08T10:00:00Z,10.46,217.75,1.38,11.5,227.94,20.88
2020-02-08T11:00:00Z,11.02,214.6,1.41,11.6,228,20.86
2020-02-08T12:00:00Z,11.58,211.44,1.43,11.7,228.05,20.84
2020-02-08T13:00:00Z,11.76,205.32,1.45,12.02,228.17,20.3
2020-02-08T14:00:00Z,11.95,199.2,1.47,12.34,228.3,19.76
2020-02-08T15:00:00Z,12.13,193.08,1.49,12.66,228.42,19.22
2020-02-08T16:00:00Z,11.86,186.51,1.54,12.84,228.08,19.06
2020-02-08T17:00:00Z,11.59,179.94,1.6,13.03,227.75,18.89
2020-02-08T18:00:00Z,11.32,173.37,1.65,13.21,227.41,18.73
2020-02-08T19:00:00Z,11.01,167.45,1.75,13.14,227.46,18.3
2020-02-08T20:00:00Z,10.71,161.53,1.84,13.07,227.5,17.87
2020-02-08T21:00:00Z,10.4,155.61,1.94,13,227.55,17.45
2020-02-08T22:00:00Z,10.16,155.23,2.05,12.85,227.52,17.19
2020-02-08T23:00:00Z,9.91,154.85,2.17,12.71,227.49,16.93
2020-02-09T00:00:00Z,9.67,154.47,2.28,12.56,227.46,16.68
2020-02-09T01:00:00Z,9.71,162.56,2.43,11.81,227.35,17.16
2020-02-09T02:00:00Z,9.75,170.66,2.59,11.06,227.25,17.63
2020-02-09T03:00:00Z,9.78,178.75,2.74,10.31,227.14,18.11
2020-02-09T04:00:00Z,10.55,183.25,2.72,10.52,227.94,18.5
2020-02-09T05:00:00Z,11.31,187.74,2.69,10.73,228.73,18.88
2020-02-09T06:00:00Z,12.07,192.24,2.67,10.94,229.53,19.26
2020-02-09T07:00:00Z,12.57,193.21,2.64,11.06,229.96,19.63
2020-02-09T08:00:00Z,13.08,194.17,2.6,11.19,230.38,19.99
2020-02-09T09:00:00Z,13.58,195.14,2.57,11.31,230.81,20.35
2020-02-09T10:00:00Z,13.17,191.24,2.52,11.44,230.47,20.87
2020-02-09T11:00:00Z,12.77,187.33,2.46,11.57,230.13,21.38
2020-02-09T12:00:00Z,12.37,183.43,2.41,11.7,229.79,21.89
2020-02-09T13:00:00Z,12,175.75,2.42,11.63,229.44,21.9
2020-02-09T14:00:00Z,11.63,168.06,2.42,11.57,229.08,21.9
2020-02-09T15:00:00Z,11.26,160.38,2.43,11.5,228.73,21.91
2020-02-09T16:00:00Z,11.32,150.3,2.4,11.48,228.62,21.04
2020-02-09T17:00:00Z,11.38,140.23,2.37,11.45,228.5,20.17
2020-02-09T18:00:00Z,11.44,130.15,2.34,11.43,228.39,19.3
2020-02-09T19:00:00Z,10.92,126.79,2.34,11.33,228.28,18.86
2020-02-09T20:00:00Z,10.4,123.44,2.34,11.22,228.17,18.42
2020-02-09T21:00:00Z,9.88,120.08,2.34,11.12,228.06,17.98
2020-02-09T22:00:00Z,9.4,120.41,2.32,11.07,227.78,17.84
2020-02-09T23:00:00Z,8.93,120.73,2.3,11.01,227.5,17.7
2020-02-10T00:00:00Z,8.45,121.06,2.28,10.96,227.22,17.56
2020-02-10T01:00:00Z,7.89,125.08,2.29,10.86,227.51,18.64
2020-02-10T02:00:00Z,7.34,129.11,2.3,10.75,227.8,19.73
2020-02-10T03:00:00Z,6.78,133.13,2.31,10.65,228.09,20.81
2020-02-10T04:00:00Z,6.75,147.1,2.28,10.59,228.07,21.04
2020-02-10T05:00:00Z,6.73,161.06,2.24,10.53,228.05,21.27
2020-02-10T06:00:00Z,6.7,175.03,2.21,10.47,228.03,21.5
2020-02-10T07:00:00Z,6.7,175.13,2.17,10.44,228.14,21.68
2020-02-10T08:00:00Z,6.7,175.22,2.13,10.42,228.24,21.85
2020-02-10T09:00:00Z,6.69,175.32,2.09,10.39,228.35,22.03
2020-02-10T10:00:00Z,6.51,155.14,2.04,10.4,228.19,22.32
2020-02-10T11:00:00Z,6.32,134.97,1.98,10.4,228.02,22.61
2020-02-10T12:00:00Z,6.14,114.79,1.93,10.41,227.86,22.9
2020-02-10T13:00:00Z,6.83,115.96,1.88,10.41,228.23,23.4
2020-02-10T14:00:00Z,7.52,117.13,1.82,10.41,228.59,23.89
2020-02-10T15:00:00Z,8.21,118.3,1.77,10.41,228.96,24.39
2020-02-10T16:00:00Z,8.38,116.01,1.73,8.95,221.16,23.87
2020-02-10T17:00:00Z,8.56,113.71,1.69,7.49,213.35,23.36
2020-02-10T18:00:00Z,8.73,111.42,1.65,6.03,205.55,22.84
2020-02-10T19:00:00Z,8.46,106.23,1.61,7.45,213.66,22.64
2020-02-10T20:00:00Z,8.2,101.03,1.58,8.88,221.77,22.45
2020-02-10T21:00:00Z,7.93,95.84,1.54,10.3,229.88,22.25
2020-02-10T22:00:00Z,7.58,90.54,1.54,10.2,229.36,22.05
2020-02-10T23:00:00Z,7.22,85.23,1.55,10.09,228.83,21.85
2020-02-11T00:00:00Z,6.87,79.93,1.55,9.99,228.31,21.66
2020-02-11T01:00:00Z,5.35,82.12,1.56,9.89,227.33,22.27
2020-02-11T02:00:00Z,3.83,84.32,1.56,9.78,226.36,22.88
2020-02-11T03:00:00Z,2.3,86.51,1.57,9.68,225.38,23.49
2020-02-11T04:00:00Z,2.9,125.47,1.58,9.52,224.23,24.06
2020-02-11T05:00:00Z,3.5,164.43,1.6,9.35,223.07,24.63
2020-02-11T06:00:00Z,4.1,203.39,1.61,9.19,221.92,25.2
2020-02-11T07:00:00Z,4.73,200.07,1.6,9.27,222.5,25.15
2020-02-11T08:00:00Z,5.36,196.76,1.58,9.34,223.08,25.11
2020-02-11T09:00:00Z,5.99,193.44,1.57,9.42,223.66,25.06
2020-02-11T10:00:00Z,4.85,176.52,1.55,9.24,223.53,24.77
2020-02-11T11:00:00Z,3.71,159.6,1.53,9.06,223.41,24.48
2020-02-11T12:00:00Z,2.57,142.68,1.51,8.88,223.28,24.19
2020-02-11T13:00:00Z,3.84,113.99,1.72,9.84,223.73,23.49
2020-02-11T14:00:00Z,5.1,85.3,1.92,10.79,224.18,22.78
2020-02-11T15:00:00Z,6.37,56.61,2.13,11.75,224.63,22.08
2020-02-11T16:00:00Z,6.33,58.17,2.19,11.81,224.7,21.78
2020-02-11T17:00:00Z,6.3,59.72,2.25,11.88,224.78,21.49
2020-02-11T18:00:00Z,6.26,61.28,2.31,11.94,224.85,21.19
2020-02-11T19:00:00Z,6.05,61.93,2.36,11.94,224.91,21.14
2020-02-11T20:00:00Z,5.83,62.57,2.41,11.94,224.97,21.1
2020-02-11T21:00:00Z,5.62,63.22,2.46,11.94,225.03,21.05
2020-02-11T22:00:00Z,5.47,65.22,2.49,11.87,225,20.97
2020-02-11T23:00:00Z,5.32,67.23,2.51,11.79,224.97,20.88
2020-02-12T00:00:00Z,5.17,69.23,2.54,11.72,224.94,20.8
2020-02-12T01:00:00Z,4.29,101.66,2.47,11.72,225.32,21.28
2020-02-12T02:00:00Z,3.4,134.1,2.4,11.73,225.7,21.76
2020-02-12T03:00:00Z,2.52,166.53,2.33,11.73,226.08,22.24
2020-02-12T04:00:00Z,3.46,178.39,2.32,11.67,226.16,22.62
2020-02-12T05:00:00Z,4.39,190.24,2.32,11.6,226.25,23
2020-02-12T06:00:00Z,5.33,202.1,2.31,11.54,226.33,23.38
2020-02-12T07:00:00Z,6.69,200.08,2.29,11.48,226.4,23.02
2020-02-12T08:00:00Z,8.05,198.06,2.27,11.41,226.47,22.67
2020-02-12T09:00:00Z,9.41,196.04,2.25,11.35,226.54,22.31
2020-02-12T10:00:00Z,9.13,186.98,2.22,11.3,226.62,22.26
2020-02-12T11:00:00Z,8.84,177.92,2.2,11.24,226.71,22.22
2020-02-12T12:00:00Z,8.56,168.86,2.17,11.19,226.79,22.17
2020-02-12T13:00:00Z,9.97,172.19,2.14,11.13,226.72,22.29
2020-02-12T14:00:00Z,11.39,175.53,2.1,11.06,226.64,22.41
2020-02-12T15:00:00Z,12.8,178.86,2.07,11,226.57,22.54
2020-02-12T16:00:00Z,11.22,169.08,2.03,10.97,226.64,22.34
2020-02-12T17:00:00Z,9.63,159.29,1.99,10.93,226.7,22.14
2020-02-12T18:00:00Z,8.05,149.51,1.95,10.9,226.77,21.94
2020-02-12T19:00:00Z,6.51,141.4,1.92,10.84,226.75,22.05
2020-02-12T20:00:00Z,4.96,133.3,1.9,10.79,226.72,22.15
2020-02-12T21:00:00Z,3.42,125.19,1.87,10.73,226.7,22.25
2020-02-12T22:00:00Z,2.97,131.5,1.85,10.67,226.75,22.56
2020-02-12T23:00:00Z,2.53,137.82,1.82,10.6,226.8,22.86
2020-02-13T00:00:00Z,2.08,144.13,1.8,10.54,226.85,23.16
2020-02-13T01:00:00Z,2.52,154.33,1.82,10.55,226.56,23.77
2020-02-13T02:00:00Z,2.97,164.52,1.83,10.57,226.28,24.38
2020-02-13T03:00:00Z,3.41,174.72,1.85,10.58,225.99,24.99
2020-02-13T04:00:00Z,5.44,179.15,1.84,10.41,225.91,24.16
2020-02-13T05:00:00Z,7.47,183.59,1.84,10.25,225.84,23.33
2020-02-13T06:00:00Z,9.5,188.02,1.83,10.08,225.76,22.51
2020-02-13T07:00:00Z,9.93,187.38,1.78,10.16,226.47,22.5
2020-02-13T08:00:00Z,10.35,186.75,1.72,10.25,227.17,22.5
2020-02-13T09:00:00Z,10.77,186.11,1.67,10.33,227.88,22.49
2020-02-13T10:00:00Z,11.23,183.19,1.6,10.52,227.52,22.8
2020-02-13T11:00:00Z,11.7,180.28,1.52,10.7,227.17,23.1
2020-02-13T12:00:00Z,12.16,177.36,1.45,10.89,226.81,23.41
2020-02-13T13:00:00Z,11.76,172.34,1.5,9.38,224.5,23.47
2020-02-13T14:00:00Z,11.35,167.33,1.56,7.86,222.18,23.53
2020-02-13T15:00:00Z,10.95,162.31,1.61,6.35,219.87,23.59
2020-02-13T16:00:00Z,9.54,159.18,1.67,6.33,217.74,23.46
2020-02-13T17:00:00Z,8.12,156.06,1.73,6.32,215.6,23.33
2020-02-13T18:00:00Z,6.71,152.93,1.79,6.3,213.47,23.2
2020-02-13T19:00:00Z,6.14,142,1.75,6.23,211.54,23.4
2020-02-13T20:00:00Z,5.58,131.06,1.71,6.16,209.6,23.6
2020-02-13T21:00:00Z,5.01,120.13,1.67,6.09,207.67,23.8
2020-02-13T22:00:00Z,5.01,120.66,1.63,6.02,206.51,23.77
2020-02-13T23:00:00Z,5.01,121.2,1.6,5.95,205.34,23.75
2020-02-14T00:00:00Z,5.01,121.73,1.56,5.88,204.18,23.72
2020-02-14T01:00:00Z,4.03,129.74,1.55,5.72,200.63,24.69
2020-02-14T02:00:00Z,3.05,137.74,1.55,5.57,197.07,25.65
2020-02-14T03:00:00Z,2.07,145.75,1.54,5.41,193.52,26.62
2020-02-14T04:00:00Z,3.22,168.37,1.45,7.55,204.07,26.29
2020-02-14T05:00:00Z,4.37,190.99,1.37,9.7,214.61,25.95
2020-02-14T06:00:00Z,5.52,213.61,1.28,11.84,225.16,25.62
2020-02-14T07:00:00Z,4.03,215.96,1.35,11.43,224.95,25.37
2020-02-14T08:00:00Z,2.55,218.3,1.43,11.02,224.74,25.11
2020-02-14T09:00:00Z,1.06,220.65,1.5,10.61,224.53,24.86
2020-02-14T10:00:00Z,1.47,262.78,1.52,10.56,224.78,24.56
2020-02-14T11:00:00Z,1.88,304.92,1.53,10.5,225.02,24.26
2020-02-14T12:00:00Z,2.29,347.05,1.55,10.45,225.27,23.96
2020-02-14T13:00:00Z,2.48,338.06,1.61,10.21,224.4,23.86
2020-02-14T14:00:00Z,2.68,329.07,1.67,9.97,223.54,23.75
2020-02-14T15:00:00Z,2.87,320.08,1.73,9.73,222.67,23.65
2020-02-14T16:00:00Z,2.76,333.68,1.75,9.69,222.78,23.19
2020-02-14T17:00:00Z,2.64,347.28,1.78,9.64,222.9,22.73
2020-02-14T18:00:00Z,2.53,0.88,1.8,9.6,223.01,22.27
2020-02-14T19:00:00Z,3.61,349.23,1.83,9.44,222.36,22.13
2020-02-14T20:00:00Z,4.68,337.58,1.86,9.27,221.7,21.99
2020-02-14T21:00:00Z,5.76,325.93,1.89,9.11,221.05,21.84
2020-02-14T22:00:00Z,5.65,314.63,1.86,9.17,221.36,21.69
2020-02-14T23:00:00Z,5.53,303.34,1.83,9.22,221.67,21.54
2020-02-15T00:00:00Z,5.42,292.04,1.8,9.28,221.98,21.4
2020-02-15T01:00:00Z,5.27,281.66,1.71,9.47,223.03,21.48
2020-02-15T02:00:00Z,5.13,271.28,1.61,9.67,224.09,21.57
2020-02-15T03:00:00Z,4.98,260.9,1.52,9.86,225.14,21.66
2020-02-15T04:00:00Z,5.67,249.42,1.5,9.85,225.26,21.66
2020-02-15T05:00:00Z,6.35,237.94,1.49,9.84,225.37,21.65
2020-02-15T06:00:00Z,7.03,226.46,1.47,9.83,225.49,21.65
2020-02-15T07:00:00Z,7.28,224.41,1.46,9.8,225.62,21.62
2020-02-15T08:00:00Z,7.53,222.36,1.44,9.76,225.74,21.6
2020-02-15T09:00:00Z,7.78,220.31,1.43,9.73,225.87,21.58
2020-02-15T10:00:00Z,8.16,218.91,1.4,9.75,226.34,21.37
2020-02-15T11:00:00Z,8.55,217.5,1.38,9.77,226.8,21.16
2020-02-15T12:00:00Z,8.93,216.1,1.35,9.79,227.27,20.95
2020-02-15T13:00:00Z,8.48,214.84,1.33,9.76,227.46,20.68
2020-02-15T14:00:00Z,8.04,213.59,1.32,9.73,227.66,20.42
2020-02-15T15:00:00Z,7.59,212.33,1.3,9.7,227.85,20.15
2020-02-15T16:00:00Z,7.63,213.72,1.28,9.66,227.85,20
2020-02-15T17:00:00Z,7.66,215.12,1.27,9.62,227.85,19.85
2020-02-15T18:00:00Z,7.7,216.51,1.25,9.58,227.85,19.7
2020-02-15T19:00:00Z,7.45,210.24,1.23,9.55,227.82,19.74
2020-02-15T20:00:00Z,7.21,203.98,1.22,9.53,227.8,19.79
2020-02-15T21:00:00Z,6.97,197.71,1.2,9.5,227.77,19.83
2020-02-15T22:00:00Z,7.38,195.51,1.19,9.47,228.18,19.83
