time,windspeed,winddir,swellheight,swellPeriod,swellDirection,airTemperature
2020-06-05T04:00:00Z,4.84,83.13,1.73,13.07,239.18,20.1
2020-06-05T05:00:00Z,4.08,82.48,1.76,13.14,239.25,20.81
2020-06-05T06:00:00Z,3.33,81.84,1.8,13.21,239.33,21.51
2020-06-05T07:00:00Z,3.55,84.11,1.83,13.38,239.63,21.82
2020-06-05T08:00:00Z,3.77,86.39,1.85,13.54,239.93,22.13
2020-06-05T09:00:00Z,3.99,88.66,1.88,13.71,240.23,22.44
2020-06-05T10:00:00Z,4.77,83.9,1.9,13.78,240.36,22.18
2020-06-05T11:00:00Z,5.56,79.13,1.93,13.85,240.48,21.91
2020-06-05T12:00:00Z,6.34,74.37,1.95,13.92,240.61,21.65
2020-06-05T13:00:00Z,6.81,71.11,1.96,13.88,240.58,21.5
2020-06-05T14:00:00Z,7.27,67.86,1.96,13.84,240.54,21.36
2020-06-05T15:00:00Z,7.74,64.6,1.97,13.8,240.51,21.21
2020-06-05T16:00:00Z,7.75,62.64,1.96,13.71,240.57,21.16
2020-06-05T17:00:00Z,7.76,60.68,1.95,13.62,240.63,21.1
2020-06-05T18:00:00Z,7.77,58.72,1.94,13.53,240.69,21.05
2020-06-05T19:00:00Z,7.51,55.87,1.92,13.41,240.8,20.97
2020-06-05T20:00:00Z,7.26,53.03,1.9,13.3,240.92,20.89
2020-06-05T21:00:00Z,7,50.18,1.88,13.18,241.03,20.81
2020-06-05T22:00:00Z,6.38,44.5,1.82,12.96,241.2,20.99
2020-06-05T23:00:00Z,5.76,38.83,1.76,12.75,241.37,21.17
2020-06-06T00:00:00Z,5.14,33.15,1.7,12.53,241.54,21.35
2020-06-06T01:00:00Z,6.13,30.22,1.67,12.5,241.64,21.29
2020-06-06T02:00:00Z,7.13,27.28,1.65,12.46,241.75,21.24
2020-06-06T03:00:00Z,8.12,24.35,2.15,11.59,245.65,21.18
2020-06-06T04:00:00Z,7.45,17.94,2.12,11.56,245.73,21.25
2020-06-06T05:00:00Z,6.79,11.54,2.09,11.52,245.81,21.33
2020-06-06T06:00:00Z,6.12,5.13,2.06,11.49,245.89,21.41
2020-06-06T07:00:00Z,5.49,357.15,2.04,11.46,245.73,21.42
2020-06-06T08:00:00Z,4.86,349.17,2.01,11.43,245.57,21.42
2020-06-06T09:00:00Z,4.24,341.19,1.99,11.4,245.41,21.43
2020-06-06T10:00:00Z,3.94,328.24,1.97,11.39,245.39,21.42
2020-06-06T11:00:00Z,3.64,315.29,1.96,11.38,245.36,21.41
2020-06-06T12:00:00Z,3.34,302.34,1.94,11.37,245.34,21.41
2020-06-06T13:00:00Z,3.87,289.18,1.93,11.35,245.63,21.02
2020-06-06T14:00:00Z,4.4,276.02,1.92,11.33,245.91,20.64
2020-06-06T15:00:00Z,4.93,262.86,1.91,11.31,246.2,20.25
2020-06-06T16:00:00Z,4.17,297.8,1.89,11.27,246.41,19.37
2020-06-06T17:00:00Z,3.4,332.75,1.87,11.22,246.63,18.5
2020-06-06T18:00:00Z,2.64,7.69,1.85,11.18,246.84,17.62
2020-06-06T19:00:00Z,3.54,12.19,1.83,11.13,246.79,17.72
2020-06-06T20:00:00Z,4.44,16.7,1.82,11.09,246.74,17.82
2020-06-06T21:00:00Z,5.34,21.2,1.8,11.04,246.69,17.92
2020-06-06T22:00:00Z,5.42,24.66,1.78,11.01,246.45,17.95
2020-06-06T23:00:00Z,5.51,28.11,1.77,10.97,246.2,17.98
2020-06-07T00:00:00Z,5.59,31.57,1.75,10.94,245.96,18.01
2020-06-07T01:00:00Z,4.45,38.67,1.75,10.85,246.38,18.32
2020-06-07T02:00:00Z,3.31,45.76,1.74,10.75,246.79,18.64
2020-06-07T03:00:00Z,2.17,52.86,1.74,10.66,247.21,18.95
2020-06-07T04:00:00Z,2.01,98.52,1.73,10.61,246.91,19.39
2020-06-07T05:00:00Z,1.84,144.18,1.72,10.56,246.6,19.82
2020-06-07T06:00:00Z,1.68,189.84,1.71,10.51,246.3,20.25
2020-06-07T07:00:00Z,2.41,186.95,1.69,10.47,245.96,20.19
2020-06-07T08:00:00Z,3.15,184.07,1.68,10.44,245.63,20.13
2020-06-07T09:00:00Z,3.88,181.18,1.66,10.4,245.29,20.07
2020-06-07T10:00:00Z,4.34,175.16,1.65,10.37,244.79,20.08
2020-06-07T11:00:00Z,4.8,169.14,1.63,10.33,244.3,20.09
2020-06-07T12:00:00Z,5.26,163.12,1.62,10.3,243.8,20.11
2020-06-07T13:00:00Z,4.9,156.47,1.6,10.28,243.45,20.04
2020-06-07T14:00:00Z,4.54,149.82,1.58,10.26,243.09,19.97
2020-06-07T15:00:00Z,4.18,143.17,1.56,10.24,242.74,19.9
2020-06-07T16:00:00Z,3.9,123.66,1.54,10.21,242.44,19.69
2020-06-07T17:00:00Z,3.63,104.16,1.52,10.19,242.14,19.49
2020-06-07T18:00:00Z,3.35,84.65,1.5,10.16,241.84,19.28
2020-06-07T19:00:00Z,3.75,71.93,1.49,10.2,241.67,19.06
2020-06-07T20:00:00Z,4.14,59.2,1.49,10.25,241.51,18.84
2020-06-07T21:00:00Z,4.54,46.48,1.48,10.29,241.34,18.62
2020-06-07T22:00:00Z,4.69,45.05,1.48,10.31,241.14,18.72
2020-06-07T23:00:00Z,4.84,43.61,1.47,10.34,240.93,18.83
2020-06-08T00:00:00Z,4.99,42.18,1.47,10.36,240.73,18.93
2020-06-08T01:00:00Z,5.15,38.46,1.47,10.43,240.04,18.99
2020-06-08T02:00:00Z,5.3,34.73,1.47,10.51,239.35,19.06
2020-06-08T03:00:00Z,5.46,31.01,1.47,10.58,238.66,19.12
2020-06-08T04:00:00Z,4.62,28.67,1.47,10.65,238.21,19.5
2020-06-08T05:00:00Z,3.77,26.34,1.48,10.71,237.76,19.87
2020-06-08T06:00:00Z,2.93,24,1.48,10.78,237.31,20.25
2020-06-08T07:00:00Z,2.2,38.65,1.49,10.85,237.3,20.35
2020-06-08T08:00:00Z,1.48,53.31,1.51,10.92,237.29,20.46
2020-06-08T09:00:00Z,0.75,67.96,1.52,10.99,237.28,20.56
2020-06-08T10:00:00Z,1.06,84.06,1.54,11.06,237.3,20.61
2020-06-08T11:00:00Z,1.38,100.15,1.56,11.13,237.32,20.66
2020-06-08T12:00:00Z,1.69,116.25,1.58,11.2,237.34,20.71
2020-06-08T13:00:00Z,2.06,109.56,1.6,11.26,237.28,20.34
2020-06-08T14:00:00Z,2.43,102.86,1.63,11.31,237.23,19.98
2020-06-08T15:00:00Z,2.79,96.17,1.65,11.37,237.17,19.61
2020-06-08T16:00:00Z,3.25,84.43,1.67,11.39,237.12,19.52
2020-06-08T17:00:00Z,3.7,72.7,1.69,11.41,237.08,19.42
2020-06-08T18:00:00Z,4.15,60.96,1.71,11.43,237.03,19.32
2020-06-08T19:00:00Z,4.61,55.83,1.73,11.44,236.98,19.13
2020-06-08T20:00:00Z,5.08,50.71,1.74,11.45,236.93,18.94
2020-06-08T21:00:00Z,5.54,45.58,1.76,11.46,236.88,18.75
2020-06-08T22:00:00Z,5.23,41.12,1.78,11.47,236.7,18.7
2020-06-08T23:00:00Z,4.93,36.65,1.79,11.47,236.52,18.66
2020-06-09T00:00:00Z,4.62,32.19,1.81,11.48,236.34,18.61
2020-06-09T01:00:00Z,4.68,30.94,1.89,11.64,235.65,18.77
2020-06-09T02:00:00Z,4.73,29.7,1.98,11.79,234.96,18.92
2020-06-09T03:00:00Z,4.79,28.45,2.06,11.95,234.27,19.07
2020-06-09T04:00:00Z,4.34,24.03,2.1,11.92,234.16,19.39
2020-06-09T05:00:00Z,3.88,19.61,2.13,11.9,234.04,19.72
2020-06-09T06:00:00Z,3.43,15.19,2.17,11.87,233.93,20.04
2020-06-09T07:00:00Z,2.88,10.69,2.18,11.78,233.65,20.38
2020-06-09T08:00:00Z,2.34,6.2,2.19,11.69,233.37,20.71
2020-06-09T09:00:00Z,1.79,1.7,2.2,11.6,233.09,21.05
2020-06-09T10:00:00Z,2.01,21.55,2.21,11.55,232.84,21.05
2020-06-09T11:00:00Z,2.22,41.4,2.22,11.51,232.6,21.05
2020-06-09T12:00:00Z,2.44,61.25,2.23,11.46,232.35,21.06
2020-06-09T13:00:00Z,3.03,60.44,2.24,11.44,232.13,20.87
2020-06-09T14:00:00Z,3.61,59.64,2.25,11.42,231.92,20.68
2020-06-09T15:00:00Z,4.2,58.83,2.26,11.4,231.7,20.49
2020-06-09T16:00:00Z,4.49,58.07,2.27,11.41,231.39,20.21
2020-06-09T17:00:00Z,4.77,57.32,2.28,11.43,231.08,19.93
2020-06-09T18:00:00Z,5.06,56.56,2.29,11.44,230.77,19.65
2020-06-09T19:00:00Z,5.13,51.89,2.31,11.47,230.39,19.55
2020-06-09T20:00:00Z,5.21,47.21,2.33,11.5,230.01,19.45
2020-06-09T21:00:00Z,5.28,42.54,2.35,11.53,229.63,19.35
2020-06-09T22:00:00Z,5.54,39.17,2.38,11.56,229.23,19.54
2020-06-09T23:00:00Z,5.79,35.81,2.4,11.6,228.84,19.72
2020-06-10T00:00:00Z,6.05,32.44,2.43,11.63,228.44,19.91
2020-06-10T01:00:00Z,6.74,21.52,2.46,11.64,228.29,20.02
2020-06-10T02:00:00Z,7.43,10.59,2.48,11.66,228.15,20.14
2020-06-10T03:00:00Z,8.12,359.67,2.51,11.67,228,20.25
2020-06-10T04:00:00Z,8.15,353.49,2.55,11.76,227.82,20.77
2020-06-10T05:00:00Z,8.18,347.31,2.59,11.86,227.65,21.28
2020-06-10T06:00:00Z,8.21,341.13,2.63,11.95,227.47,21.8
2020-06-10T07:00:00Z,8.69,337,2.68,12.03,227.14,21.98
2020-06-10T08:00:00Z,9.18,332.86,2.72,12.11,226.8,22.17
2020-06-10T09:00:00Z,9.66,328.73,2.77,12.19,226.47,22.35
2020-06-10T10:00:00Z,9.75,333.87,2.79,12.19,226.18,22.29
2020-06-10T11:00:00Z,9.83,339.01,2.8,12.2,225.9,22.23
2020-06-10T12:00:00Z,9.92,344.15,2.82,12.2,225.61,22.17
2020-06-10T13:00:00Z,9.86,341.15,2.79,12.17,225.46,22.08
2020-06-10T14:00:00Z,9.8,338.14,2.76,12.13,225.31,21.99
2020-06-10T15:00:00Z,9.74,335.14,2.73,12.1,225.16,21.89
2020-06-10T16:00:00Z,10.19,338.95,2.67,12.06,225.16,20.77
2020-06-10T17:00:00Z,10.65,342.75,2.62,12.03,225.15,19.64
2020-06-10T18:00:00Z,11.1,346.56,2.56,11.99,225.15,18.51
2020-06-10T19:00:00Z,11.47,347.09,2.49,11.96,225.35,18.94
2020-06-10T20:00:00Z,11.83,347.61,2.43,11.92,225.54,19.36
2020-06-10T21:00:00Z,12.2,348.14,2.36,11.89,225.74,19.79
2020-06-10T22:00:00Z,12.28,346.45,2.3,11.86,225.98,20.19
2020-06-10T23:00:00Z,12.37,344.75,2.25,11.83,226.22,20.59
2020-06-11T00:00:00Z,12.45,343.06,2.19,11.8,226.46,20.99
2020-06-11T01:00:00Z,10.76,322.4,2.24,11.78,226.36,20.94
2020-06-11T02:00:00Z,9.07,301.74,2.28,11.75,226.25,20.9
2020-06-11T03:00:00Z,7.39,281.08,2.33,11.73,226.15,20.86
2020-06-11T04:00:00Z,7.8,278.55,2.29,11.66,226.02,20.82
2020-06-11T05:00:00Z,8.21,276.03,2.26,11.6,225.88,20.79
2020-06-11T06:00:00Z,8.62,273.5,2.22,11.53,225.75,20.76
2020-06-11T07:00:00Z,8.61,272.56,2.17,11.48,225.84,20.8
2020-06-11T08:00:00Z,8.6,271.61,2.13,11.42,225.92,20.84
2020-06-11T09:00:00Z,8.6,270.67,2.08,11.37,226.01,20.89
2020-06-11T10:00:00Z,8.46,268.77,2.03,11.33,225.87,20.77
2020-06-11T11:00:00Z,8.33,266.86,1.99,11.3,225.72,20.66
2020-06-11T12:00:00Z,8.2,264.96,1.94,11.26,225.58,20.55
2020-06-11T13:00:00Z,8.19,257.5,1.91,11.16,225.53,20.45
2020-06-11T14:00:00Z,8.17,250.03,1.87,11.05,225.49,20.34
2020-06-11T15:00:00Z,8.16,242.57,1.84,10.95,225.44,20.24
2020-06-11T16:00:00Z,8.3,235.15,1.79,10.94,225.92,20.05
2020-06-11T17:00:00Z,8.43,227.72,1.75,10.92,226.39,19.86
2020-06-11T18:00:00Z,8.57,220.3,1.7,10.91,226.87,19.67
2020-06-11T19:00:00Z,8.85,218.62,1.65,10.93,227.87,19.53
2020-06-11T20:00:00Z,9.14,216.95,1.61,10.95,228.86,19.39
2020-06-11T21:00:00Z,9.42,215.27,1.56,10.97,229.86,19.25
2020-06-11T22:00:00Z,10.53,217.89,1.46,9.57,248.01,18.92
2020-06-11T23:00:00Z,11.63,220.52,1.37,8.18,266.17,18.58
2020-06-12T00:00:00Z,12.74,223.14,1.27,6.78,284.32,18.25
2020-06-12T01:00:00Z,12.77,217.05,1.29,6.92,283.53,17.91
2020-06-12T02:00:00Z,12.79,210.97,1.3,7.07,282.75,17.58
2020-06-12T03:00:00Z,12.82,204.88,1.32,7.21,281.96,17.24
2020-06-12T04:00:00Z,12.74,204.87,1.62,7.63,274.04,17.04
2020-06-12T05:00:00Z,12.65,204.85,1.93,8.04,266.12,16.85
2020-06-12T06:00:00Z,12.57,204.84,2.23,8.46,258.2,16.65
2020-06-12T07:00:00Z,12.09,203.68,2.43,8.59,251.62,16.67
2020-06-12T08:00:00Z,11.62,202.51,2.63,8.73,245.05,16.69
2020-06-12T09:00:00Z,11.14,201.35,2.83,8.86,238.47,16.71
2020-06-12T10:00:00Z,10.73,203.42,2.89,8.8,236.98,16.72
2020-06-12T11:00:00Z,10.33,205.48,2.94,8.74,235.5,16.74
2020-06-12T12:00:00Z,9.92,207.55,3,8.68,234.01,16.75
2020-06-12T13:00:00Z,9.31,209.35,3.08,8.51,231.63,16.81
2020-06-12T14:00:00Z,8.7,211.16,3.15,8.34,229.26,16.86
2020-06-12T15:00:00Z,8.09,212.96,3.23,8.17,226.88,16.92
2020-06-12T16:00:00Z,7.77,216.76,3.2,8.18,226.87,16.9
2020-06-12T17:00:00Z,7.46,220.56,3.16,8.2,226.86,16.87
2020-06-12T18:00:00Z,7.14,224.36,3.13,8.21,226.85,16.85
2020-06-12T19:00:00Z,7.44,228.73,3.1,8.29,227.02,16.95
2020-06-12T20:00:00Z,7.74,233.1,3.08,8.37,227.19,17.05
2020-06-12T21:00:00Z,8.04,237.47,3.05,8.45,227.36,17.15
2020-06-12T22:00:00Z,7.5,238.96,3.06,8.57,227.43,17.22
2020-06-12T23:00:00Z,6.96,240.45,3.08,8.7,227.5,17.28
2020-06-13T00:00:00Z,6.42,241.94,3.09,8.82,227.57,17.35
2020-06-13T01:00:00Z,6.93,245.44,3.12,8.94,227.29,17.63
2020-06-13T02:00:00Z,7.45,248.95,3.14,9.06,227,17.91
2020-06-13T03:00:00Z,7.96,252.45,3.17,9.18,226.72,18.18
2020-06-13T04:00:00Z,8.27,249.23,3.19,9.16,226.92,18.34
2020-06-13T05:00:00Z,8.58,246.02,3.21,9.15,227.13,18.5
2020-06-13T06:00:00Z,8.9,242.8,3.23,9.13,227.33,18.66
2020-06-13T07:00:00Z,8.69,243.26,3.14,8.95,227.11,18.7
2020-06-13T08:00:00Z,8.48,243.72,3.05,8.76,226.89,18.73
2020-06-13T09:00:00Z,8.27,244.18,2.96,8.58,226.67,18.76
2020-06-13T10:00:00Z,8.08,242.14,3.33,9.4,226.15,18.73
2020-06-13T11:00:00Z,7.9,240.11,3.69,10.22,225.62,18.69
2020-06-13T12:00:00Z,7.71,238.07,4.06,11.04,225.1,18.65
2020-06-13T13:00:00Z,7.87,238.72,4.17,11.12,224.51,18.66
2020-06-13T14:00:00Z,8.03,239.36,4.27,11.19,223.93,18.67
2020-06-13T15:00:00Z,8.19,240.01,4.38,11.27,223.34,18.68
2020-06-13T16:00:00Z,7.7,242.48,4.45,11.3,223.07,18.77
2020-06-13T17:00:00Z,7.22,244.95,4.51,11.33,222.79,18.86
2020-06-13T18:00:00Z,6.74,247.42,4.58,11.36,222.52,18.95
2020-06-13T19:00:00Z,7.15,245.41,4.61,11.39,222.4,18.96
2020-06-13T20:00:00Z,7.56,243.41,4.65,11.42,222.27,18.96
2020-06-13T21:00:00Z,7.97,241.4,4.68,11.45,222.15,18.97
2020-06-13T22:00:00Z,7.74,243.14,4.71,11.48,222.06,18.97
2020-06-13T23:00:00Z,7.5,244.87,4.73,11.52,221.96,18.97
2020-06-14T00:00:00Z,7.27,246.61,4.76,11.55,221.87,18.97
2020-06-14T01:00:00Z,7.12,250.71,4.78,11.59,221.73,18.79
2020-06-14T02:00:00Z,6.98,254.81,4.8,11.62,221.59,18.62
2020-06-14T03:00:00Z,6.83,258.91,4.82,11.66,221.45,18.45
2020-06-14T04:00:00Z,6.73,259.02,4.85,11.7,221.3,18.45
2020-06-14T05:00:00Z,6.64,259.14,4.88,11.73,221.14,18.46
2020-06-14T06:00:00Z,6.54,259.25,4.91,11.77,220.99,18.46
2020-06-14T07:00:00Z,6.64,254.72,4.94,11.75,221.08,18.53
2020-06-14T08:00:00Z,6.74,250.18,4.96,11.74,221.16,18.6
2020-06-14T09:00:00Z,6.84,245.65,4.99,11.72,221.25,18.66
2020-06-14T10:00:00Z,6.31,248.61,4.97,11.7,221.28,18.73
2020-06-14T11:00:00Z,5.77,251.56,4.96,11.69,221.32,18.79
2020-06-14T12:00:00Z,5.24,254.52,4.94,11.67,221.35,18.85
2020-06-14T13:00:00Z,5.44,251.92,4.9,11.66,221.33,18.72
2020-06-14T14:00:00Z,5.65,249.31,4.86,11.64,221.31,18.58
2020-06-14T15:00:00Z,5.85,246.71,4.82,11.63,221.29,18.45
2020-06-14T16:00:00Z,5.68,245.64,4.78,11.61,221.28,18.43
2020-06-14T17:00:00Z,5.52,244.57,4.75,11.6,221.28,18.42
2020-06-14T18:00:00Z,5.35,243.5,4.71,11.58,221.27,18.4
2020-06-14T19:00:00Z,5.27,248.16,4.67,11.56,221.36,18.42
2020-06-14T20:00:00Z,5.19,252.83,4.63,11.55,221.44,18.43
2020-06-14T21:00:00Z,5.11,257.49,4.59,11.53,221.53,18.45
2020-06-14T22:00:00Z,5.05,257.76,4.55,11.53,221.66,18.35
2020-06-14T23:00:00Z,5,258.04,4.52,11.54,221.78,18.25
2020-06-15T00:00:00Z,4.94,258.31,4.48,11.54,221.91,18.15
2020-06-15T01:00:00Z,4.23,261.84,4.55,11.69,222.08,18.19
2020-06-15T02:00:00Z,3.53,265.38,4.62,11.85,222.24,18.23
2020-06-15T03:00:00Z,2.82,268.91,4.69,12,222.41,18.27
2020-06-15T04:00:00Z,3.31,272.97,4.68,12.01,222.34,18.13
2020-06-15T05:00:00Z,3.8,277.03,4.68,12.03,222.27,17.99
2020-06-15T06:00:00Z,4.29,281.09,4.67,12.04,222.2,17.85
2020-06-15T07:00:00Z,4.43,266.9,4.63,12,222.1,17.95
2020-06-15T08:00:00Z,4.58,252.7,4.59,11.95,222.01,18.05
2020-06-15T09:00:00Z,4.72,238.51,4.55,11.91,221.91,18.15
2020-06-15T10:00:00Z,4.12,238.83,4.5,11.85,221.85,18.16
2020-06-15T11:00:00Z,3.53,239.14,4.44,11.79,221.8,18.18
2020-06-15T12:00:00Z,2.93,239.46,4.39,11.73,221.74,18.19
2020-06-15T13:00:00Z,2.4,253.76,4.34,11.68,221.78,18.23
2020-06-15T14:00:00Z,1.87,268.07,4.29,11.63,221.83,18.27
2020-06-15T15:00:00Z,1.34,282.37,4.24,11.58,221.87,18.3
2020-06-15T16:00:00Z,1.59,301.98,4.2,11.55,222,18.31
2020-06-15T17:00:00Z,1.84,321.59,4.16,11.51,222.13,18.32
2020-06-15T18:00:00Z,2.09,341.2,4.12,11.48,222.26,18.33
2020-06-15T19:00:00Z,2.76,352.83,4.08,11.45,222.44,18.11
2020-06-15T20:00:00Z,3.42,4.45,4.05,11.42,222.62,17.88
2020-06-15T21:00:00Z,4.09,16.08,4.01,11.39,222.8,17.65
2020-06-15T22:00:00Z,4.96,24.32,3.96,11.37,223.01,17.28
2020-06-15T23:00:00Z,5.84,32.56,3.92,11.34,223.22,16.92
2020-06-16T00:00:00Z,6.71,40.8,3.87,11.32,223.43,16.55
2020-06-16T01:00:00Z,7.08,33.92,3.8,11.3,223.82,16.75
2020-06-16T02:00:00Z,7.44,27.04,3.74,11.27,224.21,16.95
2020-06-16T03:00:00Z,7.81,20.16,3.67,11.25,224.6,17.15
2020-06-16T04:00:00Z,7.75,15.75,3.6,11.25,224.79,17.6
2020-06-16T05:00:00Z,7.68,11.35,3.54,11.25,224.97,18.05
2020-06-16T06:00:00Z,7.62,6.94,3.47,11.25,225.16,18.49
2020-06-16T07:00:00Z,7.23,9.24,3.39,11.21,225.59,18.78
2020-06-16T08:00:00Z,6.83,11.53,3.3,11.18,226.03,19.07
2020-06-16T09:00:00Z,6.44,13.83,3.22,11.14,226.46,19.36
2020-06-16T10:00:00Z,6.77,20.77,3.15,11.13,226.82,19.46
2020-06-16T11:00:00Z,7.1,27.71,3.07,11.13,227.18,19.55
2020-06-16T12:00:00Z,7.43,34.65,3,11.12,227.54,19.65
2020-06-16T13:00:00Z,7.98,32.63,2.93,11.12,227.84,19.32
2020-06-16T14:00:00Z,8.52,30.62,2.86,11.11,228.13,18.98
2020-06-16T15:00:00Z,9.07,28.6,2.79,11.11,228.43,18.65
2020-06-16T16:00:00Z,9.64,27.17,2.72,11.11,228.65,18.47
2020-06-16T17:00:00Z,10.21,25.74,2.64,11.12,228.87,18.29
2020-06-16T18:00:00Z,10.78,24.31,2.57,11.12,229.09,18.11
2020-06-16T19:00:00Z,11.36,18.42,2.5,11.12,229.36,18.25
2020-06-16T20:00:00Z,11.93,12.53,2.43,11.12,229.64,18.4
2020-06-16T21:00:00Z,12.51,6.64,2.36,11.12,229.91,18.55
2020-06-16T22:00:00Z,13.24,351.23,2.29,11.13,230.01,19.54
2020-06-16T23:00:00Z,13.97,335.83,2.23,11.15,230.12,20.54
2020-06-17T00:00:00Z,14.7,320.42,2.16,11.16,230.22,21.53
2020-06-17T01:00:00Z,15.21,318.42,2.08,11.2,229.88,21.54
2020-06-17T02:00:00Z,15.72,316.42,2.01,11.25,229.54,21.55
2020-06-17T03:00:00Z,16.23,314.42,1.93,11.29,229.2,21.56
2020-06-17T04:00:00Z,16.36,306.53,1.99,9.65,262.75,21.06
2020-06-17T05:00:00Z,16.49,298.64,2.05,8,296.3,20.55
2020-06-17T06:00:00Z,16.62,290.75,2.11,6.36,329.85,20.05
2020-06-17T07:00:00Z,16.36,288.43,1.97,8.19,295.67,19.91
2020-06-17T08:00:00Z,16.09,286.11,1.83,10.01,261.49,19.77
2020-06-17T09:00:00Z,15.83,283.79,1.69,11.84,227.31,19.63
2020-06-17T10:00:00Z,15.49,283.48,1.97,11.53,228.55,19.24
2020-06-17T11:00:00Z,15.15,283.16,2.24,11.23,229.8,18.84
2020-06-17T12:00:00Z,14.81,282.85,2.52,10.92,231.04,18.45
2020-06-17T13:00:00Z,14.58,281.12,2.68,11.07,229.97,18.34
2020-06-17T14:00:00Z,14.36,279.4,2.83,11.23,228.9,18.23
2020-06-17T15:00:00Z,14.13,277.67,2.99,11.38,227.83,18.13
2020-06-17T16:00:00Z,14.03,276.05,3.2,11.42,228.67,17.7
2020-06-17T17:00:00Z,13.92,274.44,3.42,11.47,229.51,17.28
2020-06-17T18:00:00Z,13.82,272.82,3.63,11.51,230.35,16.85
2020-06-17T19:00:00Z,13.88,268.73,3.82,11.49,232.34,16.65
2020-06-17T20:00:00Z,13.93,264.65,4,11.47,234.33,16.45
2020-06-17T21:00:00Z,13.99,260.56,4.19,11.45,236.32,16.25
2020-06-17T22:00:00Z,13.4,258.13,4.39,11.35,239.25,16.2
2020-06-17T23:00:00Z,12.8,255.71,4.58,11.25,242.19,16.15
2020-06-18T00:00:00Z,12.21,253.28,4.78,11.15,245.12,16.11
2020-06-18T01:00:00Z,11.88,249.84,4.89,11.26,245.64,16.37
2020-06-18T02:00:00Z,11.54,246.39,5,11.37,246.16,16.64
2020-06-18T03:00:00Z,11.21,242.95,5.11,11.48,246.68,16.91
2020-06-18T04:00:00Z,11.02,239.61,5.24,11.51,245.67,16.99
2020-06-18T05:00:00Z,10.82,236.27,5.37,11.55,244.66,17.07
2020-06-18T06:00:00Z,10.63,232.93,5.5,11.58,243.65,17.15
2020-06-18T07:00:00Z,10.08,224.23,5.61,11.52,242.61,17.17
2020-06-18T08:00:00Z,9.52,215.53,5.72,11.47,241.56,17.19
2020-06-18T09:00:00Z,8.97,206.83,5.83,11.41,240.52,17.21
2020-06-18T10:00:00Z,7.93,201.7,5.85,11.37,239.62,17.25
2020-06-18T11:00:00Z,6.9,196.56,5.88,11.33,238.72,17.3
2020-06-18T12:00:00Z,5.86,191.43,5.9,11.29,237.82,17.35
2020-06-18T13:00:00Z,5.08,184.61,5.86,11.25,237.41,17.22
2020-06-18T14:00:00Z,4.3,177.79,5.82,11.22,237.01,17.08
2020-06-18T15:00:00Z,3.52,170.97,5.78,11.18,236.6,16.95
2020-06-18T16:00:00Z,3.3,158.92,5.7,11.14,236.45,16.68
2020-06-18T17:00:00Z,3.07,146.88,5.61,11.11,236.31,16.42
2020-06-18T18:00:00Z,2.85,134.83,5.53,11.07,236.16,16.15
2020-06-18T19:00:00Z,3.02,118.79,5.42,11.02,236.05,15.75
2020-06-18T20:00:00Z,3.18,102.75,5.3,10.97,235.95,15.36
2020-06-18T21:00:00Z,3.35,86.71,5.19,10.92,235.84,14.96
2020-06-18T22:00:00Z,3.32,74.77,5.05,10.86,235.76,14.89
2020-06-18T23:00:00Z,3.29,62.83,4.92,10.81,235.67,14.81
2020-06-19T00:00:00Z,3.26,50.89,4.78,10.75,235.59,14.74
2020-06-19T01:00:00Z,3.54,49.85,4.71,10.93,236.71,14.69
2020-06-19T02:00:00Z,3.83,48.8,4.65,11.11,237.83,14.64
2020-06-19T03:00:00Z,4.11,47.76,4.58,11.29,238.95,14.58
2020-06-19T04:00:00Z,3.48,50.43,4.5,11.25,238.85,14.89
2020-06-19T05:00:00Z,2.85,53.11,4.42,11.21,238.76,15.2
2020-06-19T06:00:00Z,2.22,55.78,4.34,11.17,238.66,15.5
2020-06-19T07:00:00Z,2.44,75.68,4.23,11.08,238.28,15.74
2020-06-19T08:00:00Z,2.66,95.59,4.13,10.99,237.9,15.98
2020-06-19T09:00:00Z,2.88,115.49,4.02,10.9,237.52,16.22
2020-06-19T10:00:00Z,3.88,106.13,3.8,10.96,239.09,16.41
2020-06-19T11:00:00Z,4.89,96.77,3.57,11.01,240.66,16.6
2020-06-19T12:00:00Z,5.89,87.41,3.35,11.07,242.23,16.78
2020-06-19T13:00:00Z,6.39,84.46,3.36,10.9,239.84,16.62
2020-06-19T14:00:00Z,6.9,81.52,3.36,10.72,237.44,16.45
2020-06-19T15:00:00Z,7.4,78.57,3.37,10.55,235.05,16.28
2020-06-19T16:00:00Z,7.39,75.56,3.28,10.54,234.98,16.03
2020-06-19T17:00:00Z,7.37,72.54,3.18,10.52,234.92,15.77
2020-06-19T18:00:00Z,7.36,69.53,3.09,10.51,234.85,15.52
2020-06-19T19:00:00Z,7.43,69.43,2.99,10.5,234.66,15.23
2020-06-19T20:00:00Z,7.49,69.33,2.9,10.49,234.48,14.94
2020-06-19T21:00:00Z,7.56,69.23,2.8,10.48,234.29,14.66
2020-06-19T22:00:00Z,7.17,69.87,2.6,10.36,230.65,14.49
2020-06-19T23:00:00Z,6.79,70.51,2.41,10.24,227.01,14.33
2020-06-20T00:00:00Z,6.4,71.15,2.21,10.12,223.37,14.17
2020-06-20T01:00:00Z,6.55,67.93,2.19,10.07,225.87,14.49
